A,B,A
U,B,B
B,A,B

U,U,A
U,B,B
B,A,B

U,U,A
U,B,B
B,U,U

U,U,A
U,B,B
B,B,U

U,U,A
B,B,B
B,B,U

U,U,U
B,B,U
B,B,U

U,B,U
B,B,U
B,B,U

B,B,U
B,B,U
B,B,U

B,B,B
B,B,U
B,B,U

B,B,B
B,B,B
B,B,U

B,B,B
B,B,B
B,B,B

