0,3,5,1
0.0139565,2,4,3
0.201641,1,3,5
0.265538,1,4,4
0.270266,2,4,3
0.319667,2,5,2
0.384805,3,5,1
0.422205,2,4,3
0.471459,2,5,2
0.485694,2,6,1
0.6504,3,6,0
0.823229,2,5,2
0.979286,2,6,1
1.05657,1,5,3
1.13548,1,6,2
1.61846,2,6,1
1.82248,2,7,0
2.58579,1,6,2
2.80934,0,5,4
2.84676,0,6,3
2.88186,0,7,2
3.09511,0,8,1
3.155,0,9,0
